fmin,alg,runtime,niterations,converged,startguess
75.80739771357744,Optim_IPNewton,0.8625929355621338,35,true,1
75.80739771300136,Optim_IPNewton,0.8226430416107178,23,true,2
75.80739771028735,Optim_IPNewton,0.5216000080108643,24,true,3
75.80739771028753,Optim_IPNewton,0.3049130439758301,20,true,4
75.80739771028736,Optim_IPNewton,0.40996313095092773,38,true,5
75.80739771259587,Optim_IPNewton,0.3031919002532959,27,true,7
75.80739771028765,Optim_IPNewton,0.560722827911377,34,true,6
75.80739771316456,Optim_IPNewton,0.273043155670166,27,true,8
315.89776600837143,Optim_IPNewton,0.7729339599609375,26,true,10
75.80739771355532,Optim_IPNewton,0.41010189056396484,43,true,11
75.80739771028769,Optim_IPNewton,1.651412010192871,46,true,9
75.80739771077657,Optim_IPNewton,0.3721318244934082,34,true,12
75.80739771028766,Optim_IPNewton,0.7339038848876953,32,true,13
75.80739771028732,Optim_IPNewton,0.7268650531768799,30,true,14
75.80739771220107,Optim_IPNewton,0.4057960510253906,36,true,16
75.80739771062365,Optim_IPNewton,0.4670720100402832,44,true,15
75.80739771287263,Optim_IPNewton,0.36110520362854004,39,true,18
75.80739771028787,Optim_IPNewton,0.5813219547271729,32,true,17
75.80739771150114,Optim_IPNewton,0.38225889205932617,43,true,19
75.8073977130512,Optim_IPNewton,0.334291934967041,30,true,20
75.80739771054235,Optim_IPNewton,0.43320202827453613,38,true,21
75.807397714072,Optim_IPNewton,0.34917497634887695,34,true,22
75.80739771065407,Optim_IPNewton,0.2861051559448242,23,true,23
75.80739771028793,Optim_IPNewton,0.35506415367126465,25,true,24
75.80739771170506,Optim_IPNewton,0.3625619411468506,36,true,25
75.80739771336104,Optim_IPNewton,0.3162369728088379,30,true,26
75.80739771028777,Optim_IPNewton,0.42185401916503906,32,true,27
75.80739771028735,Optim_IPNewton,0.5918190479278564,34,true,28
75.80739771205782,Optim_IPNewton,0.411146879196167,48,true,29
75.80739771028799,Optim_IPNewton,0.34808993339538574,26,true,30
75.80739771028776,Optim_IPNewton,0.3916959762573242,30,true,31
75.80739771028723,Optim_IPNewton,0.3937201499938965,29,true,32
75.80739771028774,Optim_IPNewton,0.3321700096130371,23,true,33
75.80739771028749,Optim_IPNewton,0.3916480541229248,31,true,34
75.80739771217095,Optim_IPNewton,0.4205970764160156,40,true,35
75.80739772290144,Optim_IPNewton,0.2872960567474365,27,true,36
75.80739771028746,Optim_IPNewton,0.4051809310913086,33,true,37
75.80739771180853,Optim_IPNewton,0.420504093170166,42,true,38
75.80739771254234,Optim_IPNewton,0.3217921257019043,36,true,39
75.80739771028729,Optim_IPNewton,0.41205310821533203,28,true,41
75.80739771028777,Optim_IPNewton,0.7615699768066406,36,true,40
75.80739771148069,Optim_IPNewton,0.33194398880004883,32,true,42
75.80739771191124,Optim_IPNewton,0.3502929210662842,38,true,43
75.80739771201345,Optim_IPNewton,0.42047882080078125,51,true,44
75.80739771342832,Optim_IPNewton,0.4424400329589844,56,true,45
75.8073977103315,Optim_IPNewton,0.38779282569885254,30,true,46
75.80739771028774,Optim_IPNewton,0.4745779037475586,31,true,47
75.80739771028793,Optim_IPNewton,0.43030500411987305,26,true,48
75.80739771039053,Optim_IPNewton,0.3142731189727783,26,true,49
75.80739771028735,Optim_IPNewton,0.6004178524017334,45,true,50
