observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters
Bacnorm		typeIDwt_ExpID4	0.000428322	0		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.000428326	5		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.0008566460000000001	10		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.000157809	15		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.0015104060000000002	20		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001149715	25		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001600574	30		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001397696	35		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.0015554929999999998	40		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001284975	45		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.0015554929999999998	50		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002119075	55		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.0007213889999999999	60		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002524855	65		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001623124	70		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.00245722	75		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002321956	80		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001510397	85		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002727737	90		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001893637	95		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001352602	100		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002028903	105		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002051443	110		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001983814	115		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002096534	120		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001826006	125		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002547393	130		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001623126	135		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.0023445	140		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002998261	145		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002434685	150		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002367054	155		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001330056	160		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.00146532	165		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001239888	170		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002885551	175		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001803469	180		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.002231795	185		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001713291	190		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001871092	195		sd_Bacnorm
Bacnorm		typeIDwt_ExpID4	0.001578035	200		sd_Bacnorm
