log10_d,"θ.layer_1.weight[1,1]","θ.layer_1.weight[2,1]","θ.layer_1.weight[3,1]","θ.layer_2.weight[1,1]","θ.layer_2.weight[2,1]","θ.layer_2.weight[3,1]","θ.layer_2.weight[1,2]","θ.layer_2.weight[2,2]","θ.layer_2.weight[3,2]","θ.layer_2.weight[1,3]","θ.layer_2.weight[2,3]","θ.layer_2.weight[3,3]","θ.layer_3.weight[1,1]","θ.layer_3.weight[1,2]","θ.layer_3.weight[1,3]",startguess
2.5862496102179673,-1.3386832475662231,-0.0013222757261246443,0.7461983561515808,0.5662648677825928,-0.11355924606323242,-0.4469871520996094,0.9556260108947754,-0.1363518238067627,0.4241001605987549,-0.5793595314025879,0.09084415435791016,-0.029893159866333008,0.018029212951660156,-0.4147021770477295,0.44261956214904785,1
-0.4905396519373668,-0.7687220573425293,-0.4849948287010193,1.5759168863296509,0.27490830421447754,0.45178723335266113,-0.32642698287963867,0.26061010360717773,0.24596619606018066,0.3512990474700928,0.7447142601013184,-0.22931241989135742,-0.6895222663879395,-0.0334014892578125,-0.5425257682800293,0.204359769821167,2
-0.19848767759515829,1.589621663093567,-1.6935111284255981,0.5586255788803101,-0.4884195327758789,-0.004122018814086914,-0.3482375144958496,0.5561892986297607,-0.7667098045349121,-0.19951844215393066,-0.5506801605224609,0.15215611457824707,-0.17405962944030762,-0.08349394798278809,-0.3606679439544678,-0.07080602645874023,3
2.4663180735863133,1.3489640951156616,-1.6582258939743042,-1.3156061172485352,0.9665951728820801,0.5029501914978027,0.5298337936401367,-0.004113197326660156,0.7979011535644531,0.11916995048522949,-0.6460509300231934,-0.8441450595855713,0.6832201480865479,-0.9695413112640381,-0.9802682399749756,0.18991327285766602,4
2.496441011558586,0.25314149260520935,-1.509630560874939,0.9777378439903259,0.16759181022644043,0.6961867809295654,0.6504616737365723,-0.30194616317749023,-0.2581312656402588,0.25779175758361816,-0.7783374786376953,-0.9804344177246094,-0.9421935081481934,-0.645820140838623,0.5910153388977051,-0.034612178802490234,5
-2.858976560779992,-0.46393585205078125,-0.33373135328292847,-1.5115631818771362,-0.7744412422180176,-0.681391716003418,-0.2496509552001953,-0.6729593276977539,-0.36699938774108887,-0.48119115829467773,-0.49897289276123047,0.4133756160736084,0.5783133506774902,-0.11069560050964355,0.09099531173706055,-0.27167582511901855,6
2.8428368072920023,-0.45052480697631836,-0.6250953674316406,-0.6507620215415955,-0.9405624866485596,-0.0556178092956543,0.6778552532196045,-0.23956966400146484,-0.7912814617156982,-0.058652400970458984,0.9281885623931885,-0.36080098152160645,0.15504097938537598,0.30292224884033203,0.8931071758270264,0.9628727436065674,7
2.021961539054285,1.5512797832489014,-0.36729204654693604,-0.35628312826156616,0.9821703433990479,0.68552565574646,-0.8943710327148438,-0.9261863231658936,0.4615204334259033,-0.7825648784637451,0.6977779865264893,0.5511491298675537,0.8152248859405518,0.06096816062927246,-0.9814860820770264,0.03743577003479004,8
1.4216029081413897,-0.7966236472129822,0.32807594537734985,0.05324121564626694,0.4444465637207031,0.924360990524292,0.21015501022338867,-0.17228436470031738,0.1533670425415039,-0.40705299377441406,0.35144519805908203,0.6768910884857178,-0.8111629486083984,-0.24881577491760254,-0.6431341171264648,-0.04783987998962402,9
-0.6203759175177912,-0.6210112571716309,1.035937786102295,-0.8452757596969604,-0.616694450378418,-0.22257757186889648,0.9889593124389648,-0.6074962615966797,-0.21648287773132324,0.0017130374908447266,-0.08911848068237305,0.6119942665100098,0.09755516052246094,-0.024438142776489258,-0.6739814281463623,-0.052487850189208984,10
