Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,Start_guess
2.997252619869818,2.9617047248729698,-2.3315839511361744,3.87550424653406,1.8035793474132387,-2.617760084037296,-3.1198569619289964,-2.8183267115411237,0.07940000115135248,1
4.581193633738666,-1.5494224524583702,-0.6785091578548332,1.545107051620728,2.4109057267955762,-1.5066146470092723,1.4465254782369277,3.463902773444845,-3.884410340281473,2
2.9327697953785687,-4.936239486445296,-0.7066738376401185,-2.6034499716708206,-3.285803129669703,2.156785549757907,-2.047875208219143,2.678024293459467,2.6456929716262554,3
1.625710331523126,2.051459366474039,4.282288626204711,-1.2107345767473365,4.54682491940256,1.6981291282200397,-4.331193035101899,-3.461563019971009,4.880209400796492,4
-2.602641475204648,-3.827466130202839,2.667910022389429,-0.7410427216602189,-1.0644748061170817,-0.5556065682894351,2.4271339369317237,1.5159320253815523,-2.8753938179021965,5
-1.2778201943291267,-1.078117703352135,4.5523868606779665,3.800725288372975,4.746790388095675,-0.9565276517163888,-3.968339339884557,-1.2931086136647343,0.46203322267329483,6
2.8352152876737113,-4.256792454069755,-0.3382898097217515,-2.2566352485499195,0.5973446211886113,-1.926396056155414,0.3252393913785445,3.895502084841393,3.200495293452157,7
1.89940732753643,-3.300747941648965,-1.1018815608941992,3.9137619180355525,2.0450599096231583,-3.5550005366381274,-0.8855457075827005,3.946344548989549,-4.017546374926311,8
4.575593855772942,2.5540345464197953,-2.211962047757259,-1.248620491315684,1.4644273206271663,-0.5275756916570735,-3.1951712777722054,1.2052805163558507,2.4233702844447444,9
-3.4043205596716755,-4.738907937921281,4.810335976117573,2.188491161296681,-3.2570075548326494,0.8197660064446506,0.6967728558558415,-2.3227364342423606,0.49979229804001335,10
