Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,f_trace,Start_guess
0.24144214845923528,-1.627521761473444,1.269945090983895,-4.265490453793755,4.908532911018236,-1.6493777458196002,-3.5441278526041,-0.4473924994676439,1.1625293134289194,5.4533947888053894e11,1
-0.05952773036929232,-0.31184134565256927,0.15391994850047808,-3.5934421542875645,4.817917889527374,-0.2797388149459057,-3.3268902436042125,-0.012180194871106609,0.11924575523786984,2.0051450488706366e11,1
-0.05026967732720587,-0.27830974741911263,0.13798947418760774,-2.9939218417084126,3.8980425553506364,-0.268714870970162,-3.1157820489990233,-0.010309685287092684,0.10707458879469021,7.584572103301115e10,1
0.015416293704951137,-0.08229353562924938,0.0415720593281116,-0.8699899116329655,0.8825065858248502,-0.1424448856593792,-2.898583026121856,0.002034664779719371,0.03293900235044471,2.789787277899018e10,1
0.03259728379829305,-0.0712612036580314,0.0359988043361436,-0.7452518136903734,0.7641408977782038,-0.1433238493433952,-2.6814385571808144,0.009095340185029416,0.02932517851584734,1.0263247391592953e10,1
1.487106519304118,-0.017616605853415103,0.00889578326300879,1.0077521862457581,0.19640398718583774,-1.5133407902451068,-2.4642360417531397,0.04733867332463841,0.013666059648817085,3.7747391363522434e9,1
1.3190626030601487,-0.01536595205894179,0.007759280089663413,0.8822220795425442,0.17131970869778151,-1.3439318553960924,-2.2470905251133084,0.09020018238826166,0.020206387137082785,1.3886713175214336e9,1
0.2004970966864006,-0.003683725389374207,0.0018601554575111987,0.1670574643165429,0.040945746286930984,-0.20306483741616854,-2.029929622083645,0.20526216046483214,0.058311146180760165,5.108362970669387e8,1
0.173388285940556,-0.0032271734936202613,0.0016296164985314153,0.144876144248483,0.035123818193561085,-0.1765244011701091,-1.812783513730435,0.3207664719538673,0.10665012910328567,1.8793040904351977e8,1
-0.02439997916900835,-0.0006142385317082365,0.00031020025404122,-0.010082173796083505,-0.011726161411069365,0.002701281889051832,-1.5956293448506107,0.4742137170280888,0.22621902381617454,6.913444812307154e7,1
-0.02013697424879249,-0.000539940429405882,0.0002727094176773142,-0.007982954049525677,-0.009897030615516642,0.0012459191770451336,-1.3784830600113933,0.6351634080358924,0.34503088034853097,2.543384003185524e7,1
0.029633725436529666,-9.234579402662372e-5,4.67234459165696e-5,0.06530970853155493,0.02373377308348081,-0.07510355515965039,-1.1613316747498326,0.8053213650938318,0.4980355868681775,9.356672049487853e6,1
0.022120612097602552,-8.138509507500623e-5,4.122154521882023e-5,0.054673902208038874,0.01976792631295475,-0.0631737457106934,-0.9441855721251697,0.9859637253194284,0.657735297676478,3.4422753678376605e6,1
-0.3461496389647402,-1.3232453719817439e-5,7.804230887442915e-6,-0.41841306225962216,-0.1668680316550471,0.4454035458429461,-0.727039525105446,1.1628269623811336,0.8206237598588606,1.2663587851159817e6,1
-0.3584197561760893,-1.1705621163842436e-5,8.186712823541664e-6,-0.4226545937266256,-0.14935355549879317,0.40476729291083713,-0.5098934173144541,1.344460166284609,0.9851490494458853,465965.4033870549,1
