Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,Start_guess
0.24144214845923528,-1.627521761473444,1.269945090983895,-4.265490453793755,4.908532911018236,-1.6493777458196002,-3.5441278526041,-0.4473924994676439,1.1625293134289194,1
-3.3765595160910475,-4.209282334699899,-0.6984998985965998,-4.5038662305265476,4.481036243829271,-0.11350997877269009,-0.7198946837670706,-1.175679894870548,0.10499180292237398,2
-0.7365219070551854,-3.7053337574938103,1.2226764068092937,-1.2563689723919245,-3.700036477074641,0.8369695506818156,-3.5445860587247413,-3.9159433873786673,-2.2515194479171727,3
1.3455291070340047,2.8459990848325685,-1.0263087973414464,-1.7428059763080173,0.5756156529376364,-4.317384927332365,-1.8662443325275726,-4.329363599324613,3.5817672248975985,4
-3.4173914185859475,4.797522964856739,0.9557515700314188,4.903885073335516,-1.9686158916000265,2.5583727878019715,-3.07145097687741,2.233637132758628,-0.8364274392319784,5
0.3645745377246712,2.15737820318635,3.818155619808426,-4.865724910610439,2.644001989003904,-4.935736238633856,3.037638645856674,-4.130160305823027,-3.7801565781418347,6
-2.6090214690718416,-4.075556524173796,4.269119264774169,-4.67209216700471,4.705191783875373,2.683684691283047,0.6152493719882814,2.6954199323074537,3.0700368597183534,7
2.9011073679544,-4.918297292060902,1.6496008357023957,-2.774063722115918,2.1467752939073472,-2.1223909163047794,1.494574000650724,-3.5902173491416525,2.946809554075781,8
2.501765596031392,-4.379058785282784,-4.036702126472741,-2.942606525090236,-2.0069762275218506,4.617606695806602,-2.6065115324067256,4.369808731370053,2.1666772145788364,9
-4.2304202462456875,0.0867760157722941,2.0313918617246207,4.4045772477134175,4.220983089907385,-0.26649484460870276,-1.308227787592581,-2.773768754092486,1.6688190301252117,10
