Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,Start_guess
-4.0,1.333333333333333,2.0,0.6666666666666661,-4.666666666666667,4.666666666666666,2.666666666666666,3.333333333333334,3.333333333333334,1
4.0,4.666666666666666,2.666666666666666,-2.0,4.0,-4.666666666666667,0.0,4.666666666666666,-0.6666666666666661,2
3.333333333333334,-0.6666666666666661,3.333333333333334,4.0,3.333333333333334,2.0,-2.0,4.0,-2.0,3
0.6666666666666661,-2.6666666666666665,-3.3333333333333335,-3.3333333333333335,2.666666666666666,-2.0,1.333333333333333,-1.3333333333333335,-2.6666666666666665,4
1.333333333333333,4.0,4.0,0.0,-2.0,1.333333333333333,0.6666666666666661,-2.0,2.666666666666666,5
4.666666666666666,3.333333333333334,4.666666666666666,-4.666666666666667,-2.6666666666666665,-1.3333333333333335,-2.6666666666666665,0.0,-3.3333333333333335,6
-0.6666666666666661,-1.3333333333333335,0.6666666666666661,-4.0,1.333333333333333,3.333333333333334,-3.3333333333333335,2.666666666666666,0.0,7
-4.666666666666667,-3.3333333333333335,-4.0,1.333333333333333,-4.0,0.6666666666666661,-1.3333333333333335,-3.3333333333333335,-4.0,8
-2.0,-4.666666666666667,-2.6666666666666665,-1.3333333333333335,-0.6666666666666661,4.0,-0.6666666666666661,-2.6666666666666665,0.6666666666666661,9
2.0,2.666666666666666,-2.0,-0.6666666666666661,-3.3333333333333335,-4.0,4.0,0.6666666666666661,4.0,10
2.666666666666666,0.6666666666666661,1.333333333333333,3.333333333333334,0.0,-0.6666666666666661,-4.0,2.0,1.333333333333333,11
-1.3333333333333335,2.0,-0.6666666666666661,-2.6666666666666665,4.666666666666666,-3.3333333333333335,3.333333333333334,-0.6666666666666661,-4.666666666666667,12
0.0,-2.0,-4.666666666666667,4.666666666666666,-1.3333333333333335,0.0,-4.666666666666667,1.333333333333333,2.0,13
-3.3333333333333335,-4.0,-1.3333333333333335,2.0,2.0,-2.6666666666666665,4.666666666666666,-4.666666666666667,4.666666666666666,14
-2.6666666666666665,0.0,0.0,2.666666666666666,0.6666666666666661,2.666666666666666,2.0,-4.0,-1.3333333333333335,15
