fmin,alg,runtime,niterations,converged,startguess
70.76104567833069,Optim_IPNewton,2.6431899070739746,37,true,1
70.76104567837601,Optim_IPNewton,2.3844869136810303,33,true,2
70.76104567839302,Optim_IPNewton,1.0719430446624756,31,true,3
70.76104567838138,Optim_IPNewton,0.9278068542480469,35,true,4
70.76104567837741,Optim_IPNewton,1.0733389854431152,39,true,5
70.76104567836893,Optim_IPNewton,1.175475835800171,33,true,6
70.76104567838767,Optim_IPNewton,1.056762933731079,35,true,7
70.76104567837135,Optim_IPNewton,1.0961220264434814,41,true,8
70.7610456783713,Optim_IPNewton,1.0785980224609375,31,true,9
70.76104567836991,Optim_IPNewton,1.4616739749908447,28,true,10
70.7610456783838,Optim_IPNewton,1.0018718242645264,36,true,11
70.76104567837959,Optim_IPNewton,0.8842329978942871,40,true,13
70.76104567836862,Optim_IPNewton,1.6735589504241943,37,true,12
70.76104567837491,Optim_IPNewton,1.0639560222625732,29,true,14
70.76104567837588,Optim_IPNewton,0.885883092880249,25,true,15
70.761045678381,Optim_IPNewton,1.0682671070098877,34,true,16
70.76104567837976,Optim_IPNewton,1.0787181854248047,40,true,17
70.76104567836356,Optim_IPNewton,1.324234962463379,33,true,18
70.76104573582214,Optim_IPNewton,0.9616880416870117,27,true,19
70.76104567838739,Optim_IPNewton,1.058542013168335,40,true,20
70.76104567838287,Optim_IPNewton,0.9950580596923828,32,true,21
70.76104567838539,Optim_IPNewton,0.8952980041503906,31,true,23
70.76104567836592,Optim_IPNewton,1.066715955734253,29,true,22
70.76104567838667,Optim_IPNewton,0.9990899562835693,30,true,24
70.76104567827501,Optim_IPNewton,0.9225919246673584,24,true,25
70.76104567837532,Optim_IPNewton,0.9477920532226562,31,true,26
70.76104567837615,Optim_IPNewton,0.9590880870819092,34,true,27
70.76104567838289,Optim_IPNewton,0.8940339088439941,28,true,29
70.76104567831048,Optim_IPNewton,1.361948013305664,35,true,28
70.76104567838033,Optim_IPNewton,1.099647045135498,44,true,30
70.76104567837996,Optim_IPNewton,1.115797996520996,30,true,31
70.76104567837363,Optim_IPNewton,1.0173571109771729,40,true,32
70.76104567837542,Optim_IPNewton,1.1133038997650146,50,true,33
70.76104567835381,Optim_IPNewton,1.3969471454620361,38,true,34
70.76104567979233,Optim_IPNewton,0.9299860000610352,26,true,35
70.76104567824287,Optim_IPNewton,1.1117539405822754,20,true,36
70.7610456781265,Optim_IPNewton,1.4487760066986084,25,true,37
70.76104567837562,Optim_IPNewton,0.9324369430541992,33,true,38
70.76104567837187,Optim_IPNewton,0.8785500526428223,38,true,39
70.76104567809877,Optim_IPNewton,1.0401301383972168,23,true,41
70.76104567810253,Optim_IPNewton,1.4060359001159668,23,true,40
70.7610456783976,Optim_IPNewton,0.9382228851318359,22,true,42
70.76104567838985,Optim_IPNewton,1.0161900520324707,42,true,43
70.76104567837439,Optim_IPNewton,0.9139800071716309,36,true,44
70.76104567837241,Optim_IPNewton,1.257105827331543,26,true,45
70.76104567838429,Optim_IPNewton,1.029775857925415,37,true,46
70.76104567836803,Optim_IPNewton,1.2175788879394531,33,true,47
70.76104567838257,Optim_IPNewton,1.1251070499420166,37,true,48
70.76104567838556,Optim_IPNewton,0.8344810009002686,25,true,49
70.76104567837817,Optim_IPNewton,1.153170108795166,48,true,50
