log10_d,"θ1.layer_1.weight[1,1]","θ1.layer_1.weight[2,1]","θ1.layer_1.weight[3,1]","θ1.layer_2.weight[1,1]","θ1.layer_2.weight[2,1]","θ1.layer_2.weight[3,1]","θ1.layer_2.weight[1,2]","θ1.layer_2.weight[2,2]","θ1.layer_2.weight[3,2]","θ1.layer_2.weight[1,3]","θ1.layer_2.weight[2,3]","θ1.layer_2.weight[3,3]","θ1.layer_3.weight[1,1]","θ1.layer_3.weight[1,2]","θ1.layer_3.weight[1,3]","θ2.layer_1.weight[1,1]","θ2.layer_1.weight[2,1]","θ2.layer_1.weight[3,1]","θ2.layer_2.weight[1,1]","θ2.layer_2.weight[2,1]","θ2.layer_2.weight[3,1]","θ2.layer_2.weight[1,2]","θ2.layer_2.weight[2,2]","θ2.layer_2.weight[3,2]","θ2.layer_2.weight[1,3]","θ2.layer_2.weight[2,3]","θ2.layer_2.weight[3,3]","θ2.layer_3.weight[1,1]","θ2.layer_3.weight[1,2]","θ2.layer_3.weight[1,3]",startguess
-0.3421554118657652,-0.7198409027939007,1.5267308259901677,0.2928012766022754,0.8550260326305466,0.8051985346707523,-2.0957207238920463,-0.6928787648669886,0.44262107332675577,1.345932590216553,0.9635547015984337,0.6124100664840929,0.0035713919483679477,1.0497131406727591,0.5194273305731276,-0.6470943008777015,1.2435483837667363,-0.3454644265697058,0.3969225840061099,-1.2768683577415534,-0.6598054969889998,-0.7432178882861298,0.3698099358860107,0.3965244236507853,-0.8878352559043102,-0.10016678751798062,-1.1649067951045753,-1.2531951591440433,-0.33219343090249726,-0.5553515585256357,-0.3385036383094587,1
0.02790516785837737,-0.06735192035694423,-1.2491093215138471,-0.2613186505671356,-0.3522155383303358,-0.4128998282184272,1.103344042510546,-0.2365826560420576,0.9534921552825435,1.0316295967095774,0.3638994256840243,-0.30317470750595704,0.5443933757862492,0.15790558592139875,0.5146823639225,0.5718606814835686,-0.4119124827898547,1.3436269733768789,-0.8561931282246373,1.2385950133514076,0.5005006741742528,1.1322492653452287,-0.0999797536455922,1.0251900395930087,-0.5179824289788338,-0.09569634306570975,-0.21504185319999006,0.22166188963663974,0.6247537151558834,0.9604809490655931,-0.7066672919386854,2
0.03722207397292024,-0.05663020291279587,-0.8198119974669354,0.3681341653467044,0.4929609547769986,0.5679741868651452,0.05525323103607454,-1.2226055348567573,0.5405174081131768,0.3099699680857497,0.18275746096870465,0.3271127589765196,0.47092349257149385,-0.6398085706280409,1.064342244779317,0.3502460042777079,1.2784353582197554,0.3290386868227844,-1.9456787697991427,0.9439353890873187,0.6564259386833025,0.5355252203141652,1.6976316790113417,-1.216029480441678,0.5741968745532862,-0.1749922392460721,0.5418798516798441,0.5042194879080021,0.7540463390290943,-0.03761636983669274,0.015926385765862847,3
-0.5096829831790914,-0.4490710361329719,-0.08711548723942585,0.3222469252270967,-1.1771790281205528,-0.2554054772861584,1.4242132640696432,-0.45300029451162427,-0.3481735008485258,-1.0401034464289067,0.8734738364110649,0.7707091141689056,-0.2974719780888186,-0.5903287471306904,-0.7650998653565615,0.5871131478299535,-0.8159841243146918,-0.3009730438129418,-1.3790376807266687,-0.03689088833586853,-1.0049177684056645,-0.2114429830646001,-1.3767611905783603,-1.082304190376593,0.32087551413048565,0.6061264413010596,-0.3944862466798096,0.38141846122952866,-0.3778927798639782,0.020307483910817,0.03286736544905533,4
-0.33042072282289287,0.9449542949629393,1.1039248558289692,-0.2285234560624183,-0.02261912188997714,-0.8892724983571878,-0.15210108905424496,1.3277091314970064,0.7123804815775779,1.8969330924190553,0.7085409219835707,1.130141085661002,-1.1247243500551742,0.18251044109325512,1.2716041227420947,-0.7276163581317208,-0.5356529428956809,1.4239606451663478,0.8717864340543533,0.3007580031828473,0.6508928326916495,0.6315390454658324,0.7438524849427488,1.123866326809885,-0.012448284213167984,-1.1229585714037418,-0.22581517140578067,0.26638246416316347,-0.7828373040896037,1.023357774129794,-0.766097397465292,5
-0.41939305527464044,0.10652861544895365,-0.6864958044646798,-0.7196149286522573,-0.2833927929418169,-0.6761398259577279,-0.0695906596750638,-1.2086597131802712,-1.1587883581654002,-0.22881157525951995,-1.278968139429375,-0.06812966291680712,-1.468393741757475,-0.6057259016948534,-1.1090308546439076,-0.41004498537670253,0.5759903594189617,0.6374848542105471,-0.11059189601621,0.5826330234687407,-0.9501166022512106,0.3622428216818108,0.13849506410848225,-0.04771102842304294,1.0236831990947448,-0.17855555945597806,0.12818641321586413,0.17960764074486968,-0.23980897751795377,-0.6468402068618908,0.6168675671273854,6
0.9723819081038656,0.40490031351017175,-0.0033572294467573392,-0.7918020241534189,1.1388094856590563,1.2912299665789342,1.5041273530140293,1.2368014934129374,0.8521835423764204,0.8031089713400442,1.1897605344400375,0.913854967373919,0.9460941313062102,1.795375762439078,0.9867871413756384,2.402028010713093,1.6142065234480465,1.2404616813268363,-0.018554208633679098,2.86079621527408,0.3829496552675442,0.0598679046507125,2.214519105341328,0.45284227166018065,0.7302407039760771,1.5898365617311165,0.975537150649313,0.8373502517219293,2.5638908736676407,0.8703030740771758,0.8928575486274365,7
1.042795043120291,1.0062691756120044,3.0422627617668185,2.3817164702519533,2.157490917888783,-0.40578482404325283,2.259841145494895,1.766037863518071,-1.5041441604028312,2.0532466862645045,1.7698516620703895,-1.1318215545667172,1.3267254963302293,1.598393721778798,0.22726025367284136,1.654006612320785,2.303699279321907,0.0827808945139949,1.9889235401777625,1.2113691759214795,1.4986351874848787,1.7389653408189605,1.029879280041177,1.591061406099239,1.125208708599647,0.4457676511880671,1.8571916381791362,1.0211761503727617,1.4198507597539012,2.360994582214731,1.7173856642789,8
0.2873147650098839,0.6051777440530165,0.7033262037506952,0.364042047275756,0.6233885384150276,0.9999119352080225,0.5484595282048903,1.2010272786547556,-0.5240344403003002,-0.5846147730822834,0.6799484314475581,0.2831656981244957,-0.2180813768844007,0.8713915704094746,0.3218846973666287,0.3776388847783922,-1.0198300804108487,2.184492593047876,1.199262598795789,0.43469516618769255,1.087537005232838,1.1445909171586743,-0.143938340685929,1.3293981984017889,0.40440603531499114,-0.1534579807023636,0.2256970225713135,-0.13709906410884623,0.36892749945096165,1.0083078611562326,1.0576991626071355,9
0.11986986875040992,-0.37901120795268645,-0.4738861924736638,1.3818092332586647,-0.1637425452900955,0.9800079141895905,0.8706435616811028,-0.5877664839806156,1.034291527668834,0.11052601559193723,0.41685841413951275,0.5399139108362947,-0.6900802895160891,0.736769252330449,0.247178484102116,1.2060312637843136,0.45025779735939536,-1.22910630191286,1.931385580205714,0.7310537831652165,-0.148292915177379,-0.09021342593490117,0.8287212786591012,-0.03151465034391016,0.5413398451519115,0.3607882697681127,0.7252441130883543,0.9181554133742806,0.8271739849720456,0.5737255154339754,0.11238101584853702,10
