log10_d,"θ.layer_1.weight[1,1]","θ.layer_1.weight[2,1]","θ.layer_1.weight[3,1]","θ.layer_2.weight[1,1]","θ.layer_2.weight[2,1]","θ.layer_2.weight[3,1]","θ.layer_2.weight[1,2]","θ.layer_2.weight[2,2]","θ.layer_2.weight[3,2]","θ.layer_2.weight[1,3]","θ.layer_2.weight[2,3]","θ.layer_2.weight[3,3]","θ.layer_3.weight[1,1]","θ.layer_3.weight[1,2]","θ.layer_3.weight[1,3]",startguess
-0.3531093797337722,0.5443873553104911,-1.7654537324089712,0.9635930188897766,-1.0163995081194896,0.6319805189493335,-0.6432379541362836,-0.674242203309613,0.18013738182491765,-0.6049421127555058,-0.8927281242982879,0.6820535343943978,-0.7758789802446376,0.5601441095112851,0.6747155256472028,0.8020525405989638,1
-0.66606242814862,0.5430665180620006,0.37693115219299306,1.2919314396648054,-0.3706658590740847,0.4324282555379229,-0.08791025713799099,-0.44493714847627164,-0.04411892062237145,-0.040774777271818996,-0.668923192595079,0.038846413649029195,0.06543996609819622,0.26687236719015184,0.5123292140924564,-0.9593935509982552,2
-0.3762619020926664,1.9478729974995874,-0.09658540849977129,-0.09324954662481727,-1.1400760139295831,-1.1566640121994167,-1.1079623709793531,1.2936129795845703,0.03228943894492121,2.0967345115137226,2.8485064092706462,2.302170621236155,3.8687021414222067,-0.9197238973676135,-0.801274784146927,-1.8777115734236962,3
-0.32001639606892246,-0.2994132571262791,-0.37926943490123866,1.6431006540430768,2.0924114983595175,1.1658746667747213,-0.3154350766878812,1.9172734719011688,-0.0002442806815600305,-0.12878257072968582,-0.6230460536145432,-0.08661705274374921,-0.645045694295324,-2.073052993140362,0.7940331682714444,-0.5621293007383097,4
-0.37828830748975656,0.6101956585506679,2.7986121803136963,-0.10826747554149116,-0.9008609186282801,0.4301933607799332,0.3945537484702439,-0.4953259463101019,-0.7687882760371605,-0.6233744809252073,4.308573252718547,4.070534147743297,1.3078366693062091,-1.1702328733399456,-2.5736219575398707,-0.38531499133895825,5
-0.32388100760507804,2.3097238654059367,0.6436882615639132,0.29090402222211714,-1.4559000297614146,-1.4813531059790466,0.40904125674823244,1.918395517051321,0.8348313522112765,0.5924283538254562,2.4196097324631234,1.8282418777857563,-1.4246849833041588,-2.2799130293865644,-2.619474153634753,0.11069476500274625,6
-0.3206280847365935,-1.0250987975061654,-1.0332418297770747,-0.22271467390763572,-0.9274007349974626,-0.9404625615737576,3.155174878956615,0.5685492844505035,-1.2403446792926893,3.0290078332254597,1.9045607372107933,1.2819800520660503,0.5868280406985305,0.6480901842081588,1.3494107491771463,-1.8338976742173747,7
-0.31920744098350723,-0.11065462317707257,0.7691998722092074,-0.4934342434334962,0.6604133250632439,2.0944922716818803,1.8146765795602755,0.3618674443408763,-1.4314851986771522,0.11396990425405015,0.6659876271713675,2.955294891930685,-0.27064161304762197,-0.6904837985187299,-1.9087565450856487,1.1162300271889884,8
-0.32015729670853527,2.516344357126812,-0.06244792994430691,-0.15722271573373553,-1.0408702238801608,-0.5405146784158374,-0.03532953555665399,-1.1437084000990085,1.881275212850324,0.14931390109189752,-0.17038527315319993,1.837061103408769,0.6843689681570503,0.5766215774617852,-2.075165535288287,0.593050984605731,9
-2.215752242105138,0.07979659627225849,-0.0642514948654654,-0.6617222324295297,0.3034091341863162,0.397571996417941,-0.6403062912540667,0.07400433396766067,0.1792797372500031,0.5125379939104966,0.6627425041955073,0.5016972465699878,-0.034558449362308306,0.22586653178129265,0.6442085604693417,-1.065344341662286,10
