log10_d,"θ.layer_1.weight[1,1]","θ.layer_1.weight[2,1]","θ.layer_1.weight[3,1]","θ.layer_2.weight[1,1]","θ.layer_2.weight[2,1]","θ.layer_2.weight[3,1]","θ.layer_2.weight[1,2]","θ.layer_2.weight[2,2]","θ.layer_2.weight[3,2]","θ.layer_2.weight[1,3]","θ.layer_2.weight[2,3]","θ.layer_2.weight[3,3]","θ.layer_3.weight[1,1]","θ.layer_3.weight[1,2]","θ.layer_3.weight[1,3]",startguess
-1.5045670711425108,-0.5134943723678589,1.5383621454238892,1.115772008895874,-0.13093805313110352,-0.5708885192871094,-0.09327125549316406,0.6394238471984863,0.4602649211883545,-0.5015513896942139,0.00489354133605957,0.010673046112060547,-0.952296257019043,-0.6840288639068604,0.7134432792663574,0.26085686683654785,1
0.41549061053458436,-0.16187265515327454,-1.2833892107009888,1.4939287900924683,0.20363688468933105,0.6158411502838135,-0.8085401058197021,0.20646333694458008,0.789881706237793,-0.8790531158447266,-0.18994617462158203,0.8277814388275146,0.8822355270385742,0.1347367763519287,0.07440733909606934,0.6538910865783691,2
1.2379897026953186,-0.7567200064659119,1.2545299530029297,-1.329567313194275,0.4804854393005371,0.6280708312988281,-0.5310549736022949,-0.4586620330810547,0.08102941513061523,0.9097251892089844,-0.5055818557739258,-0.4447140693664551,-0.5543766021728516,0.8300306797027588,-0.9338605403900146,-0.3622298240661621,3
2.6411634475662984,1.1147825717926025,0.6729772686958313,-1.5620652437210083,-0.3633151054382324,0.17115235328674316,-0.9390456676483154,-0.6880545616149902,0.3268258571624756,0.9327943325042725,-0.4119598865509033,-0.6429126262664795,-0.5204761028289795,-0.458099365234375,-0.7257769107818604,-0.2401714324951172,4
0.5754042031106827,-0.98724365234375,0.12842221558094025,-1.6967705488204956,0.1080007553100586,-0.3290579319000244,0.1123816967010498,-0.15380144119262695,-0.26241040229797363,-0.9829611778259277,-0.5523569583892822,0.9305300712585449,0.9010162353515625,0.8354732990264893,0.3593881130218506,-0.8172149658203125,5
-0.28395191779977536,-0.2618362009525299,-1.5182687044143677,-0.13643185794353485,-0.13019943237304688,0.9772050380706787,-0.6245729923248291,0.19371676445007324,-0.32642602920532227,-0.6378443241119385,0.5441188812255859,-0.1281871795654297,-0.6516144275665283,0.7885534763336182,-0.8353636264801025,0.9846887588500977,6
-1.28753263321136,-0.1233305037021637,-0.7557532787322998,1.7084438800811768,0.6931750774383545,0.5191433429718018,-0.9064702987670898,-0.46038317680358887,-0.39615750312805176,-0.0044097900390625,-0.9533307552337646,0.34952378273010254,0.33263731002807617,-0.5291996002197266,0.44968414306640625,-0.09870505332946777,7
0.9439760313230314,-1.2633002996444702,0.5883268117904663,-1.3499572277069092,-0.5927023887634277,-0.244828462600708,-0.19762587547302246,-0.08956718444824219,0.49797964096069336,0.2881767749786377,-0.2955806255340576,-0.13451409339904785,0.1566600799560547,0.29212450981140137,-0.9799411296844482,-0.07450032234191895,8
-1.8516383544146535,0.48025864362716675,-1.126442313194275,-1.7118016481399536,-0.7759087085723877,0.6423854827880859,0.6218464374542236,0.1242990493774414,0.9988486766815186,-0.95639967918396,-0.05760502815246582,0.04432344436645508,0.6993882656097412,-0.25672388076782227,-0.17925786972045898,-0.2625899314880371,9
-1.1205821099242157,0.609083890914917,-0.6454064249992371,0.21261921525001526,0.5411851406097412,0.7554116249084473,0.42246341705322266,0.5750675201416016,-0.7445828914642334,-0.7959330081939697,-0.7889537811279297,0.18503427505493164,-0.6621370315551758,0.5577564239501953,-0.8091731071472168,0.32973289489746094,10
