fmin,alg,runtime,niterations,converged,startguess
75.80739771977622,Optim_IPNewton,0.7967989444732666,35,true,1
75.80739771919939,Optim_IPNewton,0.7674219608306885,23,true,2
75.80739771648584,Optim_IPNewton,0.40776991844177246,25,true,3
75.80739771648598,Optim_IPNewton,0.24886083602905273,20,true,4
75.80739771648581,Optim_IPNewton,0.3434269428253174,38,true,5
75.80739771879423,Optim_IPNewton,0.2417919635772705,27,true,7
75.80739771648625,Optim_IPNewton,0.4336371421813965,33,true,6
75.8073977193632,Optim_IPNewton,0.2170119285583496,27,true,8
315.8977660945787,Optim_IPNewton,0.6284270286560059,26,true,10
75.8073977197521,Optim_IPNewton,0.32189011573791504,43,true,11
75.80739771648592,Optim_IPNewton,1.2876009941101074,46,true,9
75.8073977169752,Optim_IPNewton,0.2903938293457031,34,true,12
75.80739771648594,Optim_IPNewton,0.593055009841919,32,true,13
75.8073977164858,Optim_IPNewton,0.6122140884399414,31,true,14
75.80739771682218,Optim_IPNewton,0.3927299976348877,44,true,15
75.80739771839909,Optim_IPNewton,0.31414294242858887,36,true,16
75.80739771907102,Optim_IPNewton,0.2839789390563965,39,true,18
75.80739771648602,Optim_IPNewton,0.4555470943450928,32,true,17
75.8073977176997,Optim_IPNewton,0.30151987075805664,43,true,19
75.80739771924968,Optim_IPNewton,0.289182186126709,30,true,20
75.80739772027009,Optim_IPNewton,0.27843308448791504,34,true,22
75.80739771674075,Optim_IPNewton,0.34272003173828125,38,true,21
75.8073977168529,Optim_IPNewton,0.22131109237670898,23,true,23
75.80739771648607,Optim_IPNewton,0.26384687423706055,24,true,24
75.80739771955943,Optim_IPNewton,0.23006582260131836,30,true,26
75.80739771789811,Optim_IPNewton,0.2832179069519043,36,true,25
75.80739771648602,Optim_IPNewton,0.3072781562805176,32,true,28
75.80739771648611,Optim_IPNewton,0.35772204399108887,32,true,27
75.80739771825604,Optim_IPNewton,0.3259880542755127,48,true,29
75.80739771648618,Optim_IPNewton,0.27168989181518555,26,true,30
75.80739771648597,Optim_IPNewton,0.30837392807006836,30,true,31
75.8073977164858,Optim_IPNewton,0.3283231258392334,29,true,32
75.80739771648624,Optim_IPNewton,0.2699909210205078,23,true,33
75.807397716486,Optim_IPNewton,0.30837202072143555,31,true,34
75.80739772909965,Optim_IPNewton,0.2579061985015869,27,true,36
75.80739771836961,Optim_IPNewton,0.33527493476867676,40,true,35
75.80739771648587,Optim_IPNewton,0.33394789695739746,34,true,37
75.8073977180074,Optim_IPNewton,0.33164310455322266,42,true,38
75.80739771874063,Optim_IPNewton,0.25356101989746094,36,true,39
75.80739771648607,Optim_IPNewton,0.3604869842529297,27,true,41
75.80739771648605,Optim_IPNewton,0.6110899448394775,37,true,40
75.80739771767927,Optim_IPNewton,0.26555895805358887,32,true,42
75.80739771810983,Optim_IPNewton,0.30182385444641113,38,true,43
75.80739771821231,Optim_IPNewton,0.3349490165710449,51,true,44
75.80739771962693,Optim_IPNewton,0.3493518829345703,56,true,45
75.8073977165297,Optim_IPNewton,0.3056678771972656,30,true,46
75.80739771648592,Optim_IPNewton,0.37903904914855957,31,true,47
75.80739771648608,Optim_IPNewton,0.34784388542175293,26,true,48
75.80739771658882,Optim_IPNewton,0.2812349796295166,26,true,49
75.80739771648601,Optim_IPNewton,0.40614795684814453,43,true,50
